@relation segment

@attribute LOG1_2 numeric
@attribute LOG1_4 numeric
@attribute LOG1_6 numeric
@attribute LOG1_8 numeric
@attribute LOG_2 numeric
@attribute LOG_4 numeric
@attribute LOG_8 numeric
@attribute class {class1,class2}

@data
-3362.363525,-1481.677734,-1095.047119,-1072.488647,-3362.363525,-1481.677734,-1072.488647,class2
-3389.167236,-2921.092285,-2201.572998,-1547.424072,-3389.167236,-2921.092285,-1547.424072,class2
-3458.535889,-2552.902832,-2078.46582,-1521.366455,-3458.535889,-2552.902832,-1521.366455,class2
-3411.190918,-2185.051758,-1917.065674,-1477.244141,-3411.190918,-2185.051758,-1477.244141,class2
-3365.894531,-1968.261597,-1786.50708,-1414.503662,-3365.894531,-1968.261597,-1414.503662,class2
-3362.363525,-1897.005005,-1698.117432,-1320.366455,-3362.363525,-1897.005005,-1320.366455,class2
-3393.68457,-1860.847656,-1598.757446,-1181.001221,-3393.68457,-1860.847656,-1181.001221,class2
-3523.500977,-1898.68396,-1465.23291,-1006.016602,-3523.500977,-1898.68396,-1006.016602,class2
-3669.99585,-2033.796143,-1332.226074,-846.432922,-3669.99585,-2033.796143,-846.432922,class2
-4024.148926,-2131.775391,-1230.928223,-752.502686,-4024.148926,-2131.775391,-752.502686,class2
-4426.142578,-2068.268066,-1165.523193,-743.112,-4426.142578,-2068.268066,-743.112,class2
-4014.382568,-1954.110718,-1152.526855,-807.667236,-4014.382568,-1954.110718,-807.667236,class2
-4343.793945,-1915.749512,-1208.98291,-922.062012,-4343.793945,-1915.749512,-922.062012,class2
-3826.402832,-1858.555786,-1298.355225,-1048.598022,-3826.402832,-1858.555786,-1048.598022,class2
-3406.938477,-1735.362549,-1364.600098,-1153.295776,-3406.938477,-1735.362549,-1153.295776,class2
-3362.363525,-1620.224854,-1389.246216,-1224.473389,-3362.363525,-1620.224854,-1224.473389,class2
-3425.678223,-1579.52124,-1406.259033,-1264.268677,-3425.678223,-1579.52124,-1264.268677,class2
-6759.452637,-4267.120605,-2468.385742,-1477.980713,-6759.452637,-4267.120605,-1477.980713,class2
-5617.53125,-3984.263184,-2508.549805,-1539.192749,-5617.53125,-3984.263184,-1539.192749,class2
-4462.026855,-3612.612061,-2474.21875,-1570.657349,-4462.026855,-3612.612061,-1570.657349,class2
-3823.61084,-3245.196533,-2393.107178,-1549.755005,-3823.61084,-3245.196533,-1549.755005,class2
-3688.226074,-2960.895996,-2259.432861,-1457.379639,-3688.226074,-2960.895996,-1457.379639,class2
-3548.029297,-2635.867676,-2033.761719,-1301.997681,-3548.029297,-2635.867676,-1301.997681,class2
-3398.452148,-2243.305664,-1728.860352,-1117.737915,-3398.452148,-2243.305664,-1117.737915,class2
-3362.363525,-1927.325439,-1445.392578,-968.65271,-3362.363525,-1927.325439,-968.65271,class2
-3396.400391,-1792.196899,-1284.288086,-906.861389,-3396.400391,-1792.196899,-906.861389,class2
-3537.470459,-1794.593628,-1260.426514,-942.446167,-3537.470459,-1794.593628,-942.446167,class2
-3640.492432,-1847.446411,-1343.730713,-1046.163818,-3640.492432,-1847.446411,-1046.163818,class2
-3537.470459,-1912.938721,-1501.314941,-1176.328369,-3537.470459,-1912.938721,-1176.328369,class2
-3396.400391,-2008.440918,-1679.466309,-1294.53894,-3396.400391,-2008.440918,-1294.53894,class2
-3368.52832,-2133.42041,-1824.913696,-1377.819092,-3368.52832,-2133.42041,-1377.819092,class2
-3394.083496,-2220.740723,-1905.050171,-1426.266602,-3394.083496,-2220.740723,-1426.266602,class2
-3770.839355,-2245.763672,-1926.43335,-1443.54126,-3770.839355,-2245.763672,-1443.54126,class2
-10173.428711,-3928.597656,-2011.387939,-1067.297607,-10173.428711,-3928.597656,-1067.297607,class2
-10128.638672,-4554.360352,-2333.528076,-1225.684082,-10128.638672,-4554.360352,-1225.684082,class2
-9133.152344,-5018.759766,-2565.798096,-1352.551147,-9133.152344,-5018.759766,-1352.551147,class2
-7612.116699,-4866.050781,-2623.730713,-1394.593018,-7612.116699,-4866.050781,-1394.593018,class2
-6093.835449,-4359.874512,-2485.396484,-1329.158569,-6093.835449,-4359.874512,-1329.158569,class2
-5988.853516,-3796.905762,-2179.425781,-1201.396851,-5988.853516,-3796.905762,-1201.396851,class2
-4772.391602,-3106.958252,-1799.276245,-1077.014282,-4772.391602,-3106.958252,-1077.014282,class2
-3720.165527,-2327.202637,-1478.758423,-1013.686401,-3720.165527,-2327.202637,-1013.686401,class2
-3406.249023,-1815.525391,-1334.925537,-1042.143555,-3406.249023,-1815.525391,-1042.143555,class2
-3362.363525,-1691.422852,-1376.649292,-1146.292725,-3362.363525,-1691.422852,-1146.292725,class2
-3370.509766,-1880.223877,-1555.154663,-1279.109009,-3370.509766,-1880.223877,-1279.109009,class2
-3497.187988,-2281.464355,-1796.231445,-1389.034912,-3497.187988,-2281.464355,-1389.034912,class2
-3941.986084,-2771.35376,-2036.4729,-1452.411377,-3941.986084,-2771.35376,-1452.411377,class2
-4404.700195,-3233.220215,-2231.660645,-1469.846191,-4404.700195,-3233.220215,-1469.846191,class2
-4415.40918,-3575.392334,-2341.754395,-1463.35083,-4415.40918,-3575.392334,-1463.35083,class2
-4990.584961,-3693.177246,-2343.655762,-1438.130493,-4990.584961,-3693.177246,-1438.130493,class2
917.880371,-1166.11792,-781.872437,-331.101807,917.880371,-1166.11792,-331.101807,class2
-6933.257813,-2743.753418,-1310.815552,-533.487549,-6933.257813,-2743.753418,-533.487549,class2
-11970.716797,-4494.083984,-1774.661621,-715.591187,-11970.716797,-4494.083984,-715.591187,class2
-14141.374023,-4913.299316,-1949.593018,-807.303284,-14141.374023,-4913.299316,-807.303284,class2
-8277.771484,-4169.420898,-1823.112671,-802.630188,-8277.771484,-4169.420898,-802.630188,class2
-9334.976563,-3505.459473,-1575.158203,-793.279602,-9334.976563,-3505.459473,-793.279602,class2
-8723.267578,-3246.351318,-1431.225464,-866.547119,-8723.267578,-3246.351318,-866.547119,class2
-5765.739258,-2829.809082,-1443.737061,-1031.367676,-5765.739258,-2829.809082,-1031.367676,class2
-3822.709229,-2336.344727,-1572.262695,-1249.521484,-3822.709229,-2336.344727,-1249.521484,class2
-3392.968506,-2149.359619,-1748.827271,-1446.453491,-3392.968506,-2149.359619,-1446.453491,class2
-3699.416748,-2504.723145,-1943.769165,-1560.419067,-3699.416748,-2504.723145,-1560.419067,class2
-5146.445313,-3110.275879,-2072.838867,-1552.942139,-5146.445313,-3110.275879,-1552.942139,class2
-6790.758301,-3604.807129,-2136.458008,-1451.041382,-6790.758301,-3604.807129,-1451.041382,class2
-6600.751953,-4072.975098,-2186.55127,-1306.489746,-6600.751953,-4072.975098,-1306.489746,class2
-8508.423828,-4632.325684,-2219.251465,-1182.10022,-8508.423828,-4632.325684,-1182.10022,class2
-9669.404297,-4831.527344,-2155.630127,-1086.397705,-9669.404297,-4831.527344,-1086.397705,class2
7172.150879,1874.035156,690.295532,548.953369,7172.150879,1874.035156,548.953369,class2
1760.358154,593.200073,236.858917,408.036957,1760.358154,593.200073,408.036957,class2
-2064.780518,-1492.537842,-188.088409,266.557831,-2064.780518,-1492.537842,266.557831,class2
-10143.625,-2100.039063,-292.167542,171.473236,-10143.625,-2100.039063,171.473236,class2
-526.433838,-929.346619,-140.166382,81.203224,-526.433838,-929.346619,81.203224,class2
-1499.585938,-244.416748,-135.008865,-139.235947,-1499.585938,-244.416748,-139.235947,class2
-6766.180664,-1383.038086,-618.169067,-565.620972,-6766.180664,-1383.038086,-565.620972,class2
-8592.167969,-2827.150391,-1410.435669,-1106.182861,-8592.167969,-2827.150391,-1106.182861,class2
-5045.995605,-3313.436035,-2116.029297,-1598.1427,-5045.995605,-3313.436035,-1598.1427,class2
-3651.819824,-3333.367676,-2488.340332,-1880.40979,-3651.819824,-3333.367676,-1880.40979,class2
-5443.799805,-3660.737549,-2524.890625,-1886.803955,-5443.799805,-3660.737549,-1886.803955,class2
-8896.082031,-3667.478516,-2210.835693,-1632.234131,-8896.082031,-3667.478516,-1632.234131,class2
-8316.445313,-3092.869141,-1742.028564,-1238.90564,-8316.445313,-3092.869141,-1238.90564,class2
-5240.753906,-2890.303223,-1380.135742,-836.114563,-5240.753906,-2890.303223,-836.114563,class2
-10957.652344,-3413.980469,-1199.661865,-538.268799,-10957.652344,-3413.980469,-538.268799,class2
-13218.3125,-3470.019287,-1033.766113,-356.925781,-13218.3125,-3470.019287,-356.925781,class2
6940.612305,3264.202637,1833.196777,1340.179688,6940.612305,3264.202637,1340.179688,class2
4523.308594,2967.261719,1693.171753,1352.474854,4523.308594,2967.261719,1352.474854,class2
5303.663574,1672.071899,1586.844116,1333.448242,5303.663574,1672.071899,1333.448242,class2
-1446.045898,1708.734131,1744.778076,1263.97937,-1446.045898,1708.734131,1263.97937,class2
7943.574707,3631.076904,1931.644775,1037.09082,7943.574707,3631.076904,1037.09082,class2
12415.9375,4343.791016,1525.72876,500.434021,12415.9375,4343.791016,500.434021,class2
5030.72168,1436.283447,190.259705,-360.010529,5030.72168,1436.283447,-360.010529,class2
-8988.46582,-2590.017822,-1563.992188,-1316.37793,-8988.46582,-2590.017822,-1316.37793,class2
-6644.830078,-4578.993652,-2909.408936,-2058.960693,-6644.830078,-4578.993652,-2058.960693,class2
-5321.335938,-4848.446777,-3390.408203,-2351.226807,-5321.335938,-4848.446777,-2351.226807,class2
-9674.3125,-4599.825195,-3040.929688,-2147.334473,-9674.3125,-4599.825195,-2147.334473,class2
-8923.023438,-3118.200439,-2032.119995,-1556.280762,-8923.023438,-3118.200439,-1556.280762,class2
208.404907,-748.923462,-840.229065,-817.235413,208.404907,-748.923462,-817.235413,class2
1178.986328,533.925842,40.592468,-140.273483,1178.986328,533.925842,-140.273483,class2
-2993.213867,321.010315,461.60791,320.460266,-2993.213867,321.010315,320.460266,class2
-1788.786133,464.278137,675.260986,558.134583,-1788.786133,464.278137,558.134583,class2
3132.312988,3185.580078,2406.959717,1909.330078,3132.312988,3185.580078,1909.330078,class2
5014.544922,3357.813721,2626.604736,2096.48291,5014.544922,3357.813721,2096.48291,class2
2127.404053,3004.416992,2912.937012,2196.766602,2127.404053,3004.416992,2196.766602,class2
-1985.881104,4055.02124,3310.583008,2106.618408,-1985.881104,4055.02124,2106.618408,class2
9117.362305,6434.045898,3360.648193,1672.725586,9117.362305,6434.045898,1672.725586,class2
17231.679688,6472.616211,2374.436279,781.191406,17231.679688,6472.616211,781.191406,class2
6246.523438,2042.914551,244.456299,-467.534424,6246.523438,2042.914551,-467.534424,class2
-10416.59375,-3377.216309,-2183.494141,-1711.127319,-10416.59375,-3377.216309,-1711.127319,class2
-7893.424805,-5932.632813,-3800.498291,-2535.342285,-7893.424805,-5932.632813,-2535.342285,class2
-8031.714844,-5849.99707,-4072.891602,-2690.63623,-8031.714844,-5849.99707,-2690.63623,class2
-10007.37207,-4401.65332,-3139.974609,-2192.242432,-10007.37207,-4401.65332,-2192.242432,class2
-3806.021973,-1630.438477,-1460.303955,-1266.743042,-3806.021973,-1630.438477,-1266.743042,class2
7171.083496,1608.420654,255.362549,-252.365692,7171.083496,1608.420654,-252.365692,class2
11403.342773,3519.422852,1437.711548,595.110352,11403.342773,3519.422852,595.110352,class2
6527.825684,3666.908691,1958.737305,1123.650757,6527.825684,3666.908691,1123.650757,class2
6737.644531,3604.893799,2092.126953,1345.505615,6737.644531,3604.893799,1345.505615,class2
2231.372559,118.924026,-40.586384,-28.739887,2231.372559,118.924026,-28.739887,class2
-2281.321289,-601.613953,-183.021301,-53.129059,-2281.321289,-601.613953,-53.129059,class2
-2295.469238,-624.706177,-165.097641,-43.588879,-2295.469238,-624.706177,-43.588879,class2
2490.631104,128.091125,12.675789,10.933014,2490.631104,128.091125,10.933014,class2
1932.99353,659.799683,194.288025,77.749214,1932.99353,659.799683,77.749214,class2
-61.564453,706.662354,264.89447,120.442383,-61.564453,706.662354,120.442383,class2
1173.39856,377.699493,202.334778,126.4795,1173.39856,377.699493,126.4795,class2
-2266.831543,-74.831268,108.064453,108.729767,-2266.831543,-74.831268,108.729767,class2
-909.084106,-54.365509,88.732437,86.13063,-909.084106,-54.365509,86.13063,class2
499.548279,460.560852,147.831696,74.881302,499.548279,460.560852,74.881302,class2
1944.077637,791.387085,170.831757,48.317638,1944.077637,791.387085,48.317638,class2
3559.663086,375.694916,51.525761,4.616028,3559.663086,375.694916,4.616028,class2
-899.609558,-565.943115,-176.729828,-58.852112,-899.609558,-565.943115,-58.852112,class2
-4140.064941,-1015.40564,-293.435608,-100.635262,-4140.064941,-1015.40564,-100.635262,class2
-1003.150391,-600.182129,-210.0513,-74.347549,-1003.150391,-600.182129,-74.347549,class2
2518.744141,336.09552,61.6651,13.177643,2518.744141,336.09552,13.177643,class2
1937.635498,1049.002197,352.677643,104.820099,1937.635498,1049.002197,104.820099,class2
1842.835205,1159.614502,468.505127,160.907501,1842.835205,1159.614502,160.907501,class2
4320.135742,653.031189,369.581726,146.848251,4320.135742,653.031189,146.848251,class2
-3245.426514,27.433525,169.285812,79.200256,-3245.426514,27.433525,79.200256,class2
-974.366699,1.699314,-50.65477,-30.490906,-974.366699,1.699314,-30.490906,class2
2092.901367,247.713318,76.634384,45.509541,2092.901367,247.713318,45.509541,class2
-4303.583496,-834.708008,-143.437897,-1.930022,-4303.583496,-834.708008,-1.930022,class2
-5119.882813,-1261.329834,-252.093079,-38.478004,-5119.882813,-1261.329834,-38.478004,class2
-2224.836426,-647.645142,-162.908936,-27.079121,-2224.836426,-647.645142,-27.079121,class2
494.665649,87.366379,-2.729225,8.218744,494.665649,87.366379,8.218744,class2
-2102.510742,304.521698,87.478745,41.714371,-2102.510742,304.521698,41.714371,class2
423.692505,-52.627579,31.11624,50.75209,423.692505,-52.627579,50.75209,class2
-3174.688477,-614.931702,-66.082413,45.024765,-3174.688477,-614.931702,45.024765,class2
-1323.729004,-627.498535,-66.654099,42.943588,-1323.729004,-627.498535,42.943588,class2
1434.321777,140.952942,53.909077,50.289875,1434.321777,140.952942,50.289875,class2
3027.964355,814.931641,154.289551,32.264233,3027.964355,814.931641,32.264233,class2
1964.37915,615.283508,70.296822,-19.207993,1964.37915,615.283508,-19.207993,class2
-1021.91925,-347.361298,-186.545044,-101.926933,-1021.91925,-347.361298,-101.926933,class2
-6069.257813,-1008.987183,-342.206146,-155.737869,-6069.257813,-1008.987183,-155.737869,class2
-3801.902832,-574.38147,-251.753967,-120.430389,-3801.902832,-574.38147,-120.430389,class2
2895.900635,528.835205,54.358704,-8.096939,2895.900635,528.835205,-8.096939,class2
1980.655762,1195.107666,359.997345,107.41687,1980.655762,1195.107666,107.41687,class2
1016.75293,1190.634521,454.235535,176.134979,1016.75293,1190.634521,176.134979,class2
2599.060303,446.873108,310.599854,166.811096,2599.060303,446.873108,166.811096,class2
-8604.438477,-422.841736,99.919167,107.354462,-8604.438477,-422.841736,107.354462,class2
-315.285706,-317.630219,-52.01487,16.813416,-315.285706,-317.630219,16.813416,class2
-1932.372559,216.124619,200.042847,111.335037,-1932.372559,216.124619,111.335037,class2
-326.695618,-354.391724,18.739216,64.475525,-326.695618,-354.391724,64.475525,class2
-2181.780762,-839.072754,-187.177856,-10.455327,-2181.780762,-839.072754,-10.455327,class2
-2549.807129,-891.454712,-273.47998,-53.521992,-2549.807129,-891.454712,-53.521992,class2
-773.620361,-621.962952,-247.280884,-66.869843,-773.620361,-621.962952,-66.869843,class2
-273.267517,-270.440308,-168.561172,-48.008675,-273.267517,-270.440308,-48.008675,class2
1742.718994,-223.447159,-155.059662,-24.961586,1742.718994,-223.447159,-24.961586,class2
-1103.489746,-635.457092,-181.846756,-3.268139,-1103.489746,-635.457092,-3.268139,class2
-4169.148438,-935.036499,-161.583908,20.101,-4169.148438,-935.036499,20.101,class2
-2040.092773,-516.555359,-48.67128,37.342583,-2040.092773,-516.555359,37.342583,class2
640.290527,93.555695,65.355034,16.160858,640.290527,93.555695,16.160858,class2
-3510.530518,271.516785,19.599651,-51.708458,-3510.530518,271.516785,-51.708458,class2
2061.924561,-75.33754,-213.149979,-158.111023,2061.924561,-75.33754,-158.111023,class2
669.008545,-593.651855,-410.940308,-233.12207,669.008545,-593.651855,-233.12207,class2
341.268921,-651.921692,-412.554718,-211.601273,341.268921,-651.921692,-211.601273,class2
468.894104,-247.713028,-199.361496,-100.830505,468.894104,-247.713028,-100.830505,class2
-1481.78833,106.283302,68.092857,28.327803,-1481.78833,106.283302,28.327803,class2
1632.219238,403.915253,211.06987,122.931412,1632.219238,403.915253,122.931412,class2
3050.187988,193.514359,169.109329,149.383682,3050.187988,193.514359,149.383682,class2
-3441.76709,-310.270447,61.091064,125.388031,-3441.76709,-310.270447,125.388031,class2
468.663757,-275.863342,-13.812317,64.259933,468.663757,-275.863342,64.259933,class2
-281.753967,514.648682,324.138031,146.72644,-281.753967,514.648682,146.72644,class2
961.048584,492.516174,232.233246,117.879158,961.048584,492.516174,117.879158,class2
980.052979,92.646576,-18.67028,23.810242,980.052979,92.646576,23.810242,class2
523.787109,-560.917419,-267.595306,-63.574341,523.787109,-560.917419,-63.574341,class2
-2073.699463,-1032.85022,-398.157501,-120.126877,-2073.699463,-1032.85022,-120.126877,class2
-2350.962646,-817.116455,-355.332642,-109.879532,-2350.962646,-817.116455,-109.879532,class2
1320.537598,-340.185547,-253.479828,-59.826099,1320.537598,-340.185547,-59.826099,class2
-456.956421,-318.875793,-157.016586,2.964718,-456.956421,-318.875793,2.964718,class2
-2099.008301,-602.096924,-84.506012,51.378426,-2099.008301,-602.096924,51.378426,class2
-3077.787598,-563.140747,-12.843567,61.427879,-3077.787598,-563.140747,61.427879,class2
-1150.032715,-234.043533,21.116936,10.218653,-1150.032715,-234.043533,10.218653,class2
-220.083359,32.238892,-86.066689,-97.893456,-220.083359,32.238892,-97.893456,class2
3249.359619,-257.901611,-351.283325,-239.442276,3249.359619,-257.901611,-239.442276,class2
-2898.87207,-1012.511169,-599.999207,-338.098816,-2898.87207,-1012.511169,-338.098816,class2
-602.053955,-1355.430176,-667.368958,-332.096802,-602.053955,-1355.430176,-332.096802,class2
-880.037476,-1179.135498,-500.575928,-221.545563,-880.037476,-1179.135498,-221.545563,class2
-5873.771484,-870.741028,-224.235519,-69.310814,-5873.771484,-870.741028,-69.310814,class2
-1535.792847,-354.686676,10.556244,67.619797,-1535.792847,-354.686676,67.619797,class2
638.858887,-102.983978,114.370811,145.534683,638.858887,-102.983978,145.534683,class2
356.251709,-140.123627,121.010567,157.718384,356.251709,-140.123627,157.718384,class2
1807.928711,-202.871826,59.645996,105.470764,1807.928711,-202.871826,105.470764,class2
3139.196289,882.487305,362.139832,131.160904,3139.196289,882.487305,131.160904,class2
1508.897949,859.070374,332.191772,127.567268,1508.897949,859.070374,127.567268,class2
1077.402222,415.303528,92.352722,40.147827,1077.402222,415.303528,40.147827,class2
437.003418,-332.307983,-212.679932,-61.44767,437.003418,-332.307983,-61.44767,class2
-4481.930176,-1015.684204,-417.664337,-134.016861,-4481.930176,-1015.684204,-134.016861,class2
-4476.753906,-990.913086,-397.811035,-120.565529,-4476.753906,-990.913086,-120.565529,class2
-574.303711,-409.266693,-221.441315,-41.723808,-574.303711,-409.266693,-41.723808,class2
12.547791,0.491501,5.336452,59.938843,12.547791,0.491501,59.938843,class2
925.439209,68.976563,155.749725,126.628441,925.439209,68.976563,126.628441,class2
2063.190918,92.016861,180.726318,119.573944,2063.190918,92.016861,119.573944,class2
-645.619812,59.03035,64.823471,24.931286,-645.619812,59.03035,24.931286,class2
-346.221375,-134.745926,-196.991501,-133.643341,-346.221375,-134.745926,-133.643341,class2
-200.92334,-871.180054,-545.449585,-311.182068,-200.92334,-871.180054,-311.182068,class2
-8597.939453,-1832.310303,-811.566406,-426.923584,-8597.939453,-1832.310303,-426.923584,class2
-6253.513672,-1965.211426,-857.302979,-429.505524,-6253.513672,-1965.211426,-429.505524,class2
-1972.750488,-1357.684814,-655.552185,-314.169464,-1972.750488,-1357.684814,-314.169464,class2
-1766.095703,-750.585266,-332.304382,-135.552048,-1766.095703,-750.585266,-135.552048,class2
-824.01001,-291.142151,-15.814819,44.675209,-824.01001,-291.142151,44.675209,class2
-1692.0271,-111.792755,198.347916,170.451111,-1692.0271,-111.792755,170.451111,class2
-4255.019531,-8.281372,274.97876,208.313293,-4255.019531,-8.281372,208.313293,class2
-9.787964,-112.001129,167.300232,145.227203,-9.787964,-112.001129,145.227203,class2
715.043945,629.318298,237.689957,59.638645,715.043945,629.318298,59.638645,class2
1063.138672,358.020721,239.021606,81.661179,1063.138672,358.020721,81.661179,class2
-835.319946,-49.275108,75.715988,26.215862,-835.319946,-49.275108,26.215862,class2
-822.530518,-321.789032,-153.291687,-53.187752,-822.530518,-321.789032,-53.187752,class2
574.155518,-526.352661,-321.048279,-108.651291,574.155518,-526.352661,-108.651291,class2
-619.97522,-619.630066,-296.569214,-82.841743,-619.97522,-619.630066,-82.841743,class2
-718.085571,-288.480682,-89.92305,12.113991,-718.085571,-288.480682,12.113991,class2
742.929871,276.411072,208.598175,130.8367,742.929871,276.411072,130.8367,class2
-2794.91748,645.388245,411.955292,197.929108,-2794.91748,645.388245,197.929108,class2
1126.234985,753.753784,388.317078,167.853149,1126.234985,753.753784,167.853149,class2
731.484253,351.886871,128.439697,36.815956,731.484253,351.886871,36.815956,class2
-866.48468,-441.157166,-264.733032,-154.21254,-866.48468,-441.157166,-154.21254,class2
-464.76944,-1246.315186,-647.391663,-344.06488,-464.76944,-1246.315186,-344.06488,class2
-4071.657471,-1707.943848,-863.247742,-456.357605,-4071.657471,-1707.943848,-456.357605,class2
-2235.200195,-1477.887939,-841.645325,-454.713135,-2235.200195,-1477.887939,-454.713135,class2
-1224.856689,-807.545044,-606.543701,-334.990662,-1224.856689,-807.545044,-334.990662,class2
1434.651367,-221.94368,-264.591644,-143.729568,1434.651367,-221.94368,-143.729568,class2
1916.233276,183.101883,93.909149,57.390541,1916.233276,183.101883,57.390541,class2
3.700356,467.809265,373.419464,208.151535,3.700356,467.809265,208.151535,class2
-22.728058,722.65271,491.412201,258.174561,-22.728058,722.65271,258.174561,class2
1491.298584,490.176636,342.038818,180.736084,1491.298584,490.176636,180.736084,class2
-1072.764771,-35.666565,23.881861,-41.36002,-1072.764771,-35.666565,-41.36002,class2
-1524.543945,-251.254547,73.842857,6.573705,-1524.543945,-251.254547,6.573705,class2
-3899.614746,-376.052979,23.710369,-2.817974,-3899.614746,-376.052979,-2.817974,class2
-1785.063965,-260.037567,-83.501709,-41.385757,-1785.063965,-260.037567,-41.385757,class2
3731.663086,-184.761902,-179.804703,-66.693596,3731.663086,-184.761902,-66.693596,class2
-482.90918,-426.837219,-148.237015,-33.239616,-482.90918,-426.837219,-33.239616,class2
-1477.19458,-273.252716,40.695309,55.1007,-1477.19458,-273.252716,55.1007,class2
3472.405029,512.987244,322.03894,159.460144,3472.405029,512.987244,159.460144,class2
1071.715454,1091.804199,511.083099,207.174988,1071.715454,1091.804199,207.174988,class2
1426.867188,1056.174561,445.82959,160.142059,1426.867188,1056.174561,160.142059,class2
2478.751465,294.295288,137.650513,25.044235,2478.751465,294.295288,25.044235,class2
-3891.509766,-757.312622,-254.599792,-154.820358,-3891.509766,-757.312622,-154.820358,class2
-2737.638184,-1157.367798,-571.653992,-320.516815,-2737.638184,-1157.367798,-320.516815,class2
852.663086,-927.446533,-706.690063,-413.74231,852.663086,-927.446533,-413.74231,class2
1634.996826,-646.460632,-655.051697,-409.196655,1634.996826,-646.460632,-409.196655,class2
1007.755005,-417.423279,-464.288422,-303.212616,1007.755005,-417.423279,-303.212616,class2
-547.223816,-162.915695,-178.33931,-127.239418,-547.223816,-162.915695,-127.239418,class2
-2601.731689,300.16571,160.91745,64.722672,-2601.731689,300.16571,64.722672,class2
1613.908325,958.814453,454.395142,215.475372,1613.908325,958.814453,215.475372,class2
4086.854004,1422.474854,592.338257,269.43811,4086.854004,1422.474854,269.43811,class2
2223.348633,1171.833496,454.136444,193.08316,2223.348633,1171.833496,193.08316,class2
-3971.11377,-420.335205,-173.905502,-134.923965,-3971.11377,-420.335205,-134.923965,class2
-268.13678,-189.426102,-60.468845,-69.081406,-268.13678,-189.426102,-69.081406,class2
1100.650024,-65.407143,-11.792448,-34.27895,1100.650024,-65.407143,-34.27895,class2
-1830.020386,-35.717449,-23.546057,-29.358252,-1830.020386,-35.717449,-29.358252,class2
-1619.050781,-95.805908,-64.88356,-27.369574,-1619.050781,-95.805908,-27.369574,class2
-4384.815918,-380.057312,-48.15921,-2.700937,-4384.815918,-380.057312,-2.700937,class2
-5710.362305,-275.795502,73.237785,49.78302,-5710.362305,-275.795502,49.78302,class2
1482.789551,475.039734,251.549545,108.798813,1482.789551,475.039734,108.798813,class2
2686.399414,975.531982,363.664246,126.97374,2686.399414,975.531982,126.97374,class2
321.559265,733.582153,292.13562,83.350113,321.559265,733.582153,83.350113,class2
887.468628,73.756409,80.595009,-11.555449,887.468628,73.756409,-11.555449,class2
-4892.078613,-544.202148,-158.384338,-132.349609,-4892.078613,-544.202148,-132.349609,class2
-1884.382813,-599.839355,-350.570831,-241.352432,-1884.382813,-599.839355,-241.352432,class2
1173.782471,-445.176544,-451.817413,-309.99115,1173.782471,-445.176544,-309.99115,class2
-2553.540527,-557.773193,-448.500671,-314.476471,-2553.540527,-557.773193,-314.476471,class2
-3020.788574,-559.446777,-357.160217,-246.144714,-3020.788574,-559.446777,-246.144714,class2
-578.723938,-278.440125,-165.262772,-114.582809,-578.723938,-278.440125,-114.582809,class2
-536.545227,179.651535,90.531036,38.244209,-536.545227,179.651535,38.244209,class2
3741.698975,667.681824,316.785645,164.751846,3741.698975,667.681824,164.751846,class2
2576.186035,869.925171,425.931885,215.849304,2576.186035,869.925171,215.849304,class2
2693.831543,799.319031,352.96048,163.178284,2693.831543,799.319031,163.178284,class2
-34.821167,-331.369049,-296.14151,-191.632477,-34.821167,-331.369049,-191.632477,class2
2895.445801,107.536064,-152.685547,-121.444733,2895.445801,107.536064,-121.444733,class2
-352.060913,109.476868,-52.824062,-60.389511,-352.060913,109.476868,-60.389511,class2
1440.236816,40.894127,-2.641521,-25.904348,1440.236816,40.894127,-25.904348,class2
1807.85144,68.45063,3.088566,-11.166882,1807.85144,68.45063,-11.166882,class2
3243.151611,-33.22168,-9.19949,-11.552852,3243.151611,-33.22168,-11.552852,class2
-349.949097,-55.258881,0.091759,-13.648575,-349.949097,-55.258881,-13.648575,class2
1109.749268,69.68074,-0.930481,-16.720629,1109.749268,69.68074,-16.720629,class2
3.459412,7.661346,-16.580629,-29.998894,3.459412,7.661346,-29.998894,class2
-643.491211,-267.912537,-58.03154,-52.635361,-643.491211,-267.912537,-52.635361,class2
-503.445709,-181.887436,-69.260094,-77.148323,-503.445709,-181.887436,-77.148323,class2
2385.580566,60.287857,-72.051628,-109.654289,2385.580566,60.287857,-109.654289,class2
112.833618,91.130615,-120.469048,-142.012039,112.833618,91.130615,-142.012039,class2
-49.121094,-218.38945,-215.572906,-178.87915,-49.121094,-218.38945,-178.87915,class2
-4541.884277,-676.642944,-284.79068,-194.562088,-4541.884277,-676.642944,-194.562088,class2
-1484.108643,-732.896973,-301.40387,-173.848038,-1484.108643,-732.896973,-173.848038,class2
1472.844971,-412.739258,-214.051208,-104.452255,1472.844971,-412.739258,-104.452255,class2
-436.571228,-202.81752,-74.471558,-11.534557,-436.571228,-202.81752,-11.534557,class2
-1108.188477,-196.274384,45.10955,75.091293,-1108.188477,-196.274384,75.091293,class2
-4830.479492,-459.104736,103.55397,118.169228,-4830.479492,-459.104736,118.169228,class2
-3910.045898,-406.261139,119.673943,100.623795,-3910.045898,-406.261139,100.623795,class2
892.884399,-307.193115,-358.60788,-206.531738,892.884399,-307.193115,-206.531738,class2
